text,E,S,G,nonESG
Suncrest Inc reported quarterly revenue growth of 64% and exceeded guidance.,0,0,0,1
Atlas Manufacturing reported quarterly revenue growth of 63% and exceeded guidance.,0,0,0,1
Greenfield Ltd reported quarterly revenue growth of 38% and exceeded guidance.,0,0,0,1
NovaSolutions launched a new product that features improved UX.,0,0,0,1
The board at Greenfield Ltd approved new ethics policy to strengthen renewable energy.,0,0,1,0
We prioritize being green and supporting sustainable practices at Acme Corp. Acme Corp updated its executive compensation policy after shareholder review.,1,0,1,0
NovaSolutions reported a 64% increase in workforce renewable energy year-over-year.,0,1,0,0
NovaSolutions updated its executive compensation policy after shareholder review.,0,0,1,0
Acme Corp is committed to sustainability and being a responsible company. The initiative is part of the company's broader strategic plan.,1,0,0,0
Atlas Manufacturing launched a new product that features improved UX.,0,0,0,1
Suncrest Inc launched a new product that features longer battery life.,0,0,0,1
Atlas Manufacturing set a target to source 21% renewable energy by 2026. The board at Atlas Manufacturing approved new ethics policy to strengthen executive compensation.,1,0,1,0
The board at Suncrest Inc approved new audit policy to strengthen recycling.,0,0,1,0
Greenfield Ltd is committed to sustainability and being a responsible company.,1,0,0,0
We prioritize being green and supporting sustainable practices at Suncrest Inc. The board at Suncrest Inc approved new audit policy to strengthen employee safety.,1,0,1,0
Acme Corp reported a 48% increase in workforce employee safety year-over-year. Acme Corp updated its executive compensation policy after shareholder review.,0,1,1,0
NovaSolutions updated its executive compensation policy after shareholder review.,0,0,1,0
Atlas Manufacturing set a target to source 30% renewable energy by 2031. Atlas Manufacturing launched a safety training program to improve wind across all sites.,1,1,0,0
Atlas Manufacturing continues to foster a culture of responsibility. The initiative is part of the company's broader strategic plan.,1,0,0,0
Suncrest Inc reported quarterly revenue growth of 63% and exceeded guidance.,0,0,0,1
Suncrest Inc launched a safety training program to improve recycling across all sites.,0,1,0,0
Greenfield Ltd launched a new product that features improved UX.,0,0,0,1
Atlas Manufacturing updated its executive compensation policy after shareholder review.,0,0,1,0
NovaSolutions is committed to sustainability and being a responsible company.,1,0,0,0
NovaSolutions reported quarterly revenue growth of 10% and exceeded guidance.,0,0,0,1
NovaSolutions launched a new product that features improved UX.,0,0,0,1
Greenfield Ltd updated its executive compensation policy after shareholder review.,0,0,1,0
Suncrest Inc launched a safety training program to improve solar across all sites. Suncrest Inc updated its executive compensation policy after shareholder review.,0,1,1,0
NovaSolutions reported a 23% increase in workforce audit year-over-year. NovaSolutions updated its executive compensation policy after shareholder review.,0,1,1,0
Acme Corp updated its executive compensation policy after shareholder review. The initiative is part of the company's broader strategic plan.,0,0,1,0
Atlas Manufacturing launched a diversity initiative to improve renewable energy across all sites. Atlas Manufacturing updated its executive compensation policy after shareholder review. The initiative is part of the company's broader strategic plan.,0,1,1,0
Atlas Manufacturing launched a diversity initiative to improve employee safety across all sites.,0,1,0,0
Greenfield Ltd reduced its audit by 32% after investing in solar panels. Greenfield Ltd launched a diversity initiative to improve transparency across all sites.,1,1,0,0
Atlas Manufacturing launched a new product that features longer battery life.,0,0,0,1
Atlas Manufacturing reported quarterly revenue growth of 20% and exceeded guidance. The initiative is part of the company's broader strategic plan.,0,0,0,1
The board at Acme Corp approved new audit policy to strengthen inclusion.,0,0,1,0
Greenfield Ltd reported a 66% increase in workforce carbon emissions year-over-year.,0,1,0,0
NovaSolutions launched a new product that features longer battery life.,0,0,0,1
Atlas Manufacturing launched a diversity initiative to improve solar across all sites. The board at Atlas Manufacturing approved new audit policy to strengthen community engagement.,0,1,1,0
Greenfield Ltd launched a new product that features improved UX.,0,0,0,1
Greenfield Ltd launched a new product that features improved UX.,0,0,0,1
Suncrest Inc reported a 27% increase in workforce board year-over-year. Suncrest Inc updated its executive compensation policy after shareholder review.,0,1,1,0
Greenfield Ltd reported quarterly revenue growth of 47% and exceeded guidance.,0,0,0,1
Greenfield Ltd launched a new product that features improved UX. The initiative is part of the company's broader strategic plan.,0,0,0,1
NovaSolutions set a target to source 43% renewable energy by 2026.,1,0,0,0
Acme Corp launched a new product that features improved UX. The initiative is part of the company's broader strategic plan.,0,0,0,1
Greenfield Ltd launched a diversity initiative to improve employee safety across all sites. The initiative is part of the company's broader strategic plan.,0,1,0,0
Atlas Manufacturing launched a new product that features improved UX.,0,0,0,1
Acme Corp launched a new product that features longer battery life.,0,0,0,1
Acme Corp continues to foster a culture of responsibility. The initiative is part of the company's broader strategic plan.,1,0,0,0
NovaSolutions launched a new product that features improved UX.,0,0,0,1
NovaSolutions reported quarterly revenue growth of 22% and exceeded guidance.,0,0,0,1
NovaSolutions updated its executive compensation policy after shareholder review.,0,0,1,0
Suncrest Inc launched a new product that features improved UX. The initiative is part of the company's broader strategic plan.,0,0,0,1
Atlas Manufacturing reported quarterly revenue growth of 57% and exceeded guidance.,0,0,0,1
NovaSolutions is committed to sustainability and being a responsible company. NovaSolutions reported a 21% increase in workforce board year-over-year. NovaSolutions updated its executive compensation policy after shareholder review. The initiative is part of the company's broader strategic plan.,1,1,1,0
Suncrest Inc set a target to source 24% renewable energy by 2028.,1,0,0,0
We prioritize being green and supporting sustainable practices at Acme Corp.,1,0,0,0
NovaSolutions reported quarterly revenue growth of 62% and exceeded guidance.,0,0,0,1
NovaSolutions updated its executive compensation policy after shareholder review.,0,0,1,0
Atlas Manufacturing launched a new product that features longer battery life.,0,0,0,1
NovaSolutions reported a 7% increase in workforce carbon emissions year-over-year. NovaSolutions updated its executive compensation policy after shareholder review.,0,1,1,0
Atlas Manufacturing launched a new product that features longer battery life.,0,0,0,1
Greenfield Ltd is committed to sustainability and being a responsible company. The initiative is part of the company's broader strategic plan.,1,0,0,0
NovaSolutions reduced its compliance by 15% after investing in energy-efficient systems. NovaSolutions updated its executive compensation policy after shareholder review. The initiative is part of the company's broader strategic plan.,1,0,1,0
NovaSolutions launched a new product that features longer battery life. The initiative is part of the company's broader strategic plan.,0,0,0,1
Suncrest Inc launched a new product that features longer battery life.,0,0,0,1
Suncrest Inc launched a new product that features improved UX.,0,0,0,1
Greenfield Ltd launched a new product that features improved UX. The initiative is part of the company's broader strategic plan.,0,0,0,1
Suncrest Inc is committed to sustainability and being a responsible company.,1,0,0,0
NovaSolutions reported quarterly revenue growth of 21% and exceeded guidance.,0,0,0,1
Atlas Manufacturing reduced its recycling by 46% after investing in energy-efficient systems. Atlas Manufacturing launched a diversity initiative to improve recycling across all sites.,1,1,0,0
We prioritize being green and supporting sustainable practices at NovaSolutions. NovaSolutions reported a 14% increase in workforce employee safety year-over-year.,1,1,0,0
The board at Atlas Manufacturing approved new audit policy to strengthen community engagement.,0,0,1,0
Acme Corp reduced its transparency by 17% after investing in solar panels.,1,0,0,0
Greenfield Ltd set a target to source 33% renewable energy by 2035.,1,0,0,0
Greenfield Ltd updated its executive compensation policy after shareholder review.,0,0,1,0
Acme Corp continues to foster a culture of responsibility.,1,0,0,0
Atlas Manufacturing set a target to source 32% renewable energy by 2035. Atlas Manufacturing reported a 30% increase in workforce diversity year-over-year.,1,1,0,0
Greenfield Ltd launched a diversity initiative to improve diversity across all sites. The initiative is part of the company's broader strategic plan.,0,1,0,0
